level_0,clpA_1,clpA_10,clpA_100,clpA_101,clpA_102,clpA_103,clpA_104,clpA_105,clpA_106,clpA_107,clpA_108,clpA_109,clpA_11,clpA_110,clpA_111,clpA_112,clpA_113,clpA_114,clpA_115,clpA_116,clpA_117,clpA_118,clpA_119,clpA_12,clpA_120,clpA_121,clpA_122,clpA_123,clpA_124,clpA_125,clpA_126,clpA_127,clpA_128,clpA_129,clpA_13,clpA_130,clpA_131,clpA_132,clpA_133,clpA_134,clpA_135,clpA_136,clpA_137,clpA_138,clpA_139,clpA_14,clpA_140,clpA_141,clpA_142,clpA_143,clpA_144,clpA_145,clpA_146,clpA_147,clpA_148,clpA_149,clpA_15,clpA_150,clpA_151,clpA_152,clpA_153,clpA_154,clpA_155,clpA_156,clpA_157,clpA_158,clpA_159,clpA_16,clpA_160,clpA_161,clpA_162,clpA_163,clpA_164,clpA_165,clpA_166,clpA_167,clpA_168,clpA_169,clpA_17,clpA_170,clpA_171,clpA_172,clpA_173,clpA_174,clpA_175,clpA_176,clpA_177,clpA_178,clpA_179,clpA_18,clpA_180,clpA_181,clpA_182,clpA_183,clpA_184,clpA_185,clpA_186,clpA_187,clpA_188,clpA_189,clpA_19,clpA_190,clpA_191,clpA_192,clpA_193,clpA_194,clpA_195,clpA_196,clpA_197,clpA_198,clpA_199,clpA_2,clpA_20,clpA_200,clpA_201,clpA_202,clpA_203,clpA_204,clpA_205,clpA_206,clpA_207,clpA_208,clpA_209,clpA_21,clpA_210,clpA_211,clpA_212,clpA_213,clpA_214,clpA_215,clpA_216,clpA_217,clpA_218,clpA_219,clpA_22,clpA_220,clpA_221,clpA_222,clpA_223,clpA_224,clpA_225,clpA_226,clpA_227,clpA_228,clpA_229,clpA_23,clpA_230,clpA_231,clpA_232,clpA_233,clpA_234,clpA_235,clpA_236,clpA_237,clpA_238,clpA_239,clpA_24,clpA_240,clpA_241,clpA_242,clpA_243,clpA_244,clpA_245,clpA_246,clpA_247,clpA_248,clpA_249,clpA_25,clpA_250,clpA_26,clpA_27,clpA_28,clpA_29,clpA_3,clpA_30,clpA_31,clpA_32,clpA_33,clpA_34,clpA_35,clpA_36,clpA_37,clpA_38,clpA_39,clpA_4,clpA_40,clpA_41,clpA_42,clpA_43,clpA_44,clpA_45,clpA_46,clpA_47,clpA_48,clpA_49,clpA_5,clpA_50,clpA_51,clpA_52,clpA_53,clpA_54,clpA_55,clpA_56,clpA_57,clpA_58,clpA_59,clpA_6,clpA_60,clpA_61,clpA_62,clpA_63,clpA_64,clpA_65,clpA_66,clpA_67,clpA_68,clpA_69,clpA_7,clpA_70,clpA_71,clpA_72,clpA_73,clpA_74,clpA_75,clpA_76,clpA_77,clpA_78,clpA_79,clpA_8,clpA_80,clpA_81,clpA_82,clpA_83,clpA_84,clpA_85,clpA_86,clpA_87,clpA_88,clpA_89,clpA_9,clpA_90,clpA_91,clpA_92,clpA_93,clpA_94,clpA_95,clpA_96,clpA_97,clpA_98,clpA_99
clpA_62,61,60,65,50,51,18,61,60,61,60,15,48,62,61,50,17,50,49,50,17,61,60,60,60,60,60,59,61,57,58,59,58,60,16,59,15,47,60,50,48,50,50,60,17,15,61,18,18,15,18,7,5,6,5,8,21,64,11,68,65,12,12,59,64,61,61,62,62,63,58,50,50,49,17,8,19,8,50,58,75,17,50,6,58,55,55,60,50,60,63,55,50,61,48,63,20,19,17,51,51,62,51,16,15,18,17,16,19,4,50,188,59,58,186,182,178,179,179,50,48,7,7,18,59,21,16,182,184,186,180,183,62,57,186,60,185,186,185,19,13,21,14,15,18,51,60,50,54,57,50,51,51,49,51,52,17,61,182,50,17,49,62,14,173,186,51,50,59,174,51,52,48,50,59,49,51,48,51,52,49,49,50,50,50,58,15,7,16,16,17,18,15,15,18,60,59,60,50,50,51,50,50,8,9,17,5,60,6,181,0,47,17,16,16,16,178,5,65,4,186,5,2,49,68,66,62,66,64,59,62,65,65,68,69,4,6,8,19,63,60,11,62,59,64,58,19,60,49,50,15
clpA_63,52,53,62,51,6,49,54,55,53,54,48,3,55,60,5,46,5,5,5,46,58,58,57,52,56,58,55,59,58,56,57,56,51,47,55,48,4,56,51,5,6,51,51,48,46,52,49,48,48,51,48,46,49,48,45,52,57,44,58,62,51,51,51,55,54,55,57,53,58,54,5,5,47,46,45,50,51,48,54,79,48,3,48,50,53,56,56,48,53,56,55,7,52,4,69,46,48,46,52,52,53,5,47,46,45,48,47,49,49,5,191,51,51,187,181,184,185,185,5,5,50,44,49,50,50,47,177,187,184,183,185,53,52,192,52,191,191,188,47,52,47,43,44,47,6,51,51,49,52,50,50,50,49,51,52,46,54,188,5,48,4,55,45,179,188,46,5,52,178,46,47,47,47,50,46,52,47,52,53,2,4,5,5,5,48,46,46,45,47,46,47,46,46,47,59,52,59,4,5,4,3,3,49,50,48,46,51,49,184,47,0,50,47,47,45,181,46,56,49,187,47,49,48,65,63,59,65,61,51,61,64,62,67,68,47,45,47,50,62,52,50,58,59,60,50,50,59,3,5,44
clpA_64,65,64,69,52,52,11,65,64,65,64,6,49,66,63,51,10,51,50,51,10,60,59,59,64,59,59,58,60,56,57,57,57,64,9,63,8,48,64,52,51,51,53,64,10,4,65,13,11,8,3,18,16,17,16,15,16,68,14,69,70,17,17,63,66,65,65,64,66,65,62,49,53,53,12,15,10,17,54,62,77,8,51,19,59,56,59,59,54,61,67,62,51,65,49,61,11,12,10,53,53,66,52,7,8,11,8,7,10,17,51,189,63,62,185,178,182,182,182,51,49,18,14,11,63,12,9,178,183,182,178,182,66,54,190,64,189,187,186,12,18,12,7,8,9,52,64,48,52,55,48,49,49,47,49,50,10,65,186,51,10,50,66,7,174,182,51,51,63,176,51,52,52,52,63,51,53,52,53,54,50,50,51,51,51,62,10,14,9,9,10,9,6,6,11,62,63,62,51,51,50,51,51,17,18,12,14,64,17,180,17,50,0,11,5,7,179,14,67,17,182,16,19,51,71,70,66,70,68,63,66,69,69,70,71,17,11,15,14,67,64,16,61,58,63,61,12,62,50,51,8
clpA_65,64,62,66,49,47,14,64,63,64,63,9,46,65,62,48,13,48,47,48,9,56,54,55,63,54,54,53,55,55,56,57,56,63,8,62,7,45,63,49,48,48,50,63,13,9,64,8,10,7,12,17,15,16,15,14,11,67,13,64,69,18,18,62,65,64,64,63,65,64,61,46,50,52,9,14,13,16,53,61,76,11,48,18,60,55,60,56,53,58,66,61,48,64,46,63,14,11,13,50,50,65,49,10,11,12,11,12,15,16,48,192,62,61,188,182,182,183,183,48,46,15,13,10,62,15,10,182,184,185,183,183,65,53,192,63,191,190,189,11,19,15,6,7,12,47,63,48,52,55,48,47,47,47,47,50,13,64,190,48,5,47,65,10,178,185,50,48,62,178,50,51,51,51,62,50,50,51,50,50,47,47,46,48,48,61,1,13,12,12,11,12,9,9,10,61,62,61,48,48,47,48,48,16,17,7,13,63,16,181,16,47,11,0,8,10,182,13,66,16,185,15,18,48,68,67,63,67,65,62,63,66,66,69,70,16,10,14,9,64,63,17,56,53,58,60,13,61,47,48,11
clpA_66,62,61,64,49,49,8,62,61,62,61,1,46,63,60,48,7,48,47,48,9,57,56,56,61,56,56,55,57,55,56,56,56,61,8,60,7,45,61,49,48,48,50,61,7,1,62,10,10,7,6,17,15,16,15,14,13,65,11,64,67,16,16,60,63,62,62,61,63,62,59,46,50,50,11,14,7,16,51,59,78,5,48,18,58,53,56,58,51,58,64,63,48,62,46,60,8,11,7,50,50,63,49,4,5,10,5,4,7,16,48,190,60,59,186,179,181,182,182,48,46,15,13,10,60,9,6,179,183,181,179,182,63,51,191,61,190,188,187,11,19,9,4,5,6,49,61,45,49,52,45,44,46,44,44,47,7,62,187,48,9,47,63,4,175,181,48,48,60,177,48,49,49,49,60,48,50,49,50,50,47,47,48,48,48,59,7,13,6,6,9,6,3,3,10,59,60,59,48,48,47,48,48,16,17,9,13,61,16,180,16,47,5,8,0,4,180,13,64,16,181,15,18,48,66,65,61,65,63,60,61,64,64,67,68,16,10,14,11,62,61,15,58,59,60,62,9,59,47,48,5
clpA_67,60,59,64,47,47,6,60,59,60,59,5,44,61,60,46,3,46,45,46,9,57,56,56,59,56,56,55,57,53,54,55,54,59,8,58,7,43,59,47,46,46,48,59,5,3,60,12,10,7,8,15,15,16,15,12,15,63,11,66,65,17,17,58,61,60,60,59,61,60,57,44,48,50,11,12,7,16,49,57,78,5,46,16,56,53,56,56,51,58,62,61,46,60,44,59,6,11,7,48,48,61,47,6,3,10,3,4,7,16,46,187,58,57,183,177,182,183,183,46,44,17,11,10,58,7,6,178,183,182,179,182,61,51,188,59,187,185,184,11,17,7,4,5,6,47,59,46,48,51,46,47,47,45,47,48,7,60,185,46,9,45,61,4,174,182,46,46,58,177,46,47,47,47,58,46,48,47,48,49,45,45,46,46,46,57,9,13,6,4,9,6,3,3,10,59,58,59,46,46,45,46,46,16,17,9,13,59,16,180,16,45,7,10,4,0,179,13,62,16,182,15,18,46,66,65,61,65,63,58,61,64,64,67,68,16,10,14,11,62,59,16,58,57,60,60,9,59,45,46,5
clpA_68,183,181,181,174,183,180,182,181,179,179,179,182,183,179,183,180,183,183,182,179,181,181,180,179,180,178,179,180,171,173,173,172,180,180,186,179,182,186,173,182,183,175,180,181,179,183,179,180,179,181,178,181,179,178,178,181,182,180,182,182,182,183,180,182,179,180,190,183,189,185,183,184,178,179,181,183,183,178,184,172,182,184,182,179,181,183,180,177,186,183,175,184,180,182,177,178,180,180,173,175,184,184,181,179,179,180,179,181,181,183,90,178,181,92,89,81,81,80,183,184,180,178,180,182,183,181,62,94,57,67,92,184,176,93,181,92,90,90,179,183,177,179,179,179,183,180,175,176,176,175,176,174,175,176,175,180,183,88,184,183,184,182,179,17,61,178,184,182,102,178,178,178,178,180,179,173,177,175,176,183,183,182,184,184,181,183,181,179,180,177,179,180,180,180,178,182,178,184,184,184,184,184,181,182,183,178,183,178,91,178,181,179,182,180,179,0,178,181,176,54,181,180,176,181,180,177,178,178,181,179,177,178,179,179,181,180,180,185,179,182,182,180,176,177,172,184,175,183,183,178
clpA_69,60,59,66,51,48,15,60,59,60,59,12,45,61,62,47,14,47,46,47,14,56,55,55,59,55,55,54,56,52,53,54,53,59,13,58,12,44,59,51,45,47,52,59,14,12,60,15,15,12,15,6,4,5,4,7,18,63,8,66,64,11,11,58,61,60,60,61,61,62,57,47,47,48,14,7,16,7,49,57,74,14,47,7,59,52,52,55,49,59,62,56,47,60,45,62,17,16,14,52,52,61,48,13,12,15,14,13,16,5,47,190,58,57,188,180,178,179,179,47,45,6,6,15,58,18,13,180,182,184,181,181,61,54,188,59,187,188,187,16,12,18,11,12,15,48,59,49,53,56,49,50,50,48,50,51,14,60,186,47,14,46,61,11,174,185,50,47,58,175,50,51,49,49,58,50,52,49,52,53,46,46,47,47,47,57,12,6,13,13,14,15,12,12,15,61,58,61,47,47,48,47,47,7,8,14,2,59,5,179,5,46,14,13,13,13,178,0,62,5,185,4,7,50,69,67,63,67,65,58,63,66,66,69,70,5,5,7,16,64,59,10,57,54,59,59,16,61,46,47,12
clpA_7,8,7,54,57,57,64,4,7,9,10,64,54,3,54,56,63,54,55,56,62,43,45,42,12,42,45,42,46,50,48,51,48,10,64,18,63,53,19,56,55,54,58,10,63,63,8,67,63,63,68,62,62,63,64,62,70,1,61,49,64,68,68,8,1,11,7,13,9,12,17,57,56,57,65,62,63,59,56,17,83,63,55,63,44,35,38,39,58,56,4,63,56,11,54,70,62,64,63,58,58,9,55,62,63,63,64,64,65,63,56,195,13,7,190,189,185,186,186,56,56,64,61,66,8,65,62,176,187,188,180,186,9,51,190,8,191,193,191,64,69,63,62,61,62,57,10,34,34,37,33,33,33,32,34,36,63,6,188,55,67,54,5,64,176,187,50,56,6,182,51,53,52,52,9,52,58,51,58,59,54,55,56,56,56,10,65,63,62,64,63,60,63,63,63,54,6,53,55,56,56,55,55,63,64,65,62,7,63,184,65,56,67,66,64,62,181,62,0,64,187,62,67,54,59,56,58,56,53,9,55,57,55,58,59,63,62,62,67,54,10,67,44,44,44,69,63,53,54,56,61
clpA_70,62,61,67,50,51,18,62,61,62,61,15,48,63,63,50,17,50,49,50,17,61,60,60,61,60,60,59,61,55,56,57,56,61,16,60,15,47,61,50,48,50,51,61,17,15,62,16,18,15,18,5,5,6,3,8,19,65,11,68,65,12,12,60,63,62,62,63,63,64,59,50,50,49,17,8,19,8,50,59,73,17,50,8,60,55,55,60,50,60,64,57,50,62,48,63,20,19,17,51,51,63,51,16,15,18,17,16,19,6,50,185,60,59,185,179,178,180,179,50,48,7,7,18,60,21,16,179,182,184,178,181,63,57,183,61,182,183,184,19,13,21,14,15,18,51,61,52,56,59,52,53,53,51,53,54,17,62,181,50,17,49,63,14,171,184,50,50,60,173,48,49,47,47,60,48,51,47,51,52,49,49,50,50,50,59,15,7,16,16,17,18,15,15,18,62,60,62,50,50,51,50,50,8,9,17,5,61,6,179,4,49,17,16,16,16,176,5,64,0,184,5,6,49,70,68,64,68,66,60,64,67,67,70,69,6,6,8,19,65,61,11,62,59,64,56,19,62,49,50,15
clpA_71,184,184,187,184,190,185,189,185,187,185,180,188,188,186,189,185,189,189,188,184,184,184,184,183,184,183,183,184,178,178,178,179,186,181,188,182,188,187,184,188,189,184,186,182,182,184,182,185,183,184,183,187,185,184,184,183,187,184,186,184,187,188,185,188,185,187,192,184,191,187,189,190,181,184,187,184,188,182,185,180,183,190,187,181,189,191,184,180,188,188,185,192,186,188,191,182,185,185,183,185,185,190,184,184,185,182,184,183,186,189,95,184,186,95,89,77,78,77,189,190,184,184,183,183,184,184,65,90,10,63,87,185,178,93,186,92,97,93,184,188,181,182,182,180,190,186,182,182,181,182,181,180,182,181,182,185,186,99,189,187,190,187,183,52,14,188,190,187,99,188,187,187,187,186,188,183,187,184,185,189,189,189,190,190,185,185,187,184,185,183,180,183,183,185,185,185,185,190,190,190,190,190,186,187,185,184,184,184,88,186,187,182,185,181,182,54,185,187,184,0,187,188,186,189,189,183,188,185,187,187,185,187,189,189,187,184,185,187,188,188,187,184,184,182,180,183,182,189,189,183
clpA_72,60,59,62,51,49,15,60,59,60,59,14,46,61,58,48,16,48,47,48,16,60,59,59,59,59,59,58,60,56,57,58,57,59,15,58,14,45,59,51,46,48,52,59,16,14,60,17,17,14,17,6,1,5,4,7,20,63,10,67,62,11,11,58,61,60,60,61,61,62,57,48,48,46,16,7,18,5,47,57,73,16,48,5,59,54,52,59,47,57,62,54,48,60,46,61,19,18,16,52,52,61,49,15,14,17,16,15,18,5,48,187,58,57,185,180,180,181,181,48,46,6,6,17,58,20,15,182,185,187,183,184,61,56,184,59,185,185,184,18,12,20,13,14,17,49,59,51,55,58,51,52,52,50,52,53,16,60,185,48,16,47,61,13,175,187,50,48,58,174,50,51,49,49,58,50,52,49,52,53,47,47,48,48,48,57,14,6,15,15,16,17,14,14,17,57,58,57,48,48,49,48,48,7,8,16,4,59,5,182,5,47,16,15,15,15,181,4,62,5,187,0,7,50,65,63,59,63,61,58,59,62,62,65,66,5,5,7,18,60,59,10,61,58,63,58,18,59,47,48,14
clpA_73,63,62,67,52,53,20,63,62,63,62,17,50,64,63,52,19,52,51,52,19,63,62,62,62,62,62,61,63,59,60,61,60,62,18,61,17,49,62,52,50,52,52,62,19,17,63,20,20,17,20,9,7,8,7,10,23,66,13,70,67,14,14,61,66,63,63,64,64,65,60,52,52,51,19,10,21,10,52,60,77,19,52,8,60,57,57,62,52,62,65,57,52,63,50,65,22,21,19,53,53,64,53,18,17,20,19,18,21,6,52,190,61,60,188,184,180,181,181,52,50,9,9,20,61,23,18,182,186,188,181,185,64,59,188,62,187,188,187,21,15,23,16,17,20,53,62,52,56,59,52,53,53,51,53,54,19,63,184,52,19,51,64,16,175,188,53,52,61,176,53,54,50,52,61,51,53,50,53,54,51,51,52,52,52,60,17,9,18,18,19,20,17,17,20,62,61,62,52,52,53,50,52,10,9,19,7,62,8,183,2,49,19,18,18,18,180,7,67,6,188,7,0,51,70,68,64,68,66,61,64,67,67,70,71,6,8,10,19,65,62,13,64,61,66,60,21,62,51,52,17
clpA_74,50,48,51,4,45,50,50,51,49,50,49,45,51,47,47,47,47,45,47,47,55,56,54,50,53,55,53,57,59,57,58,57,48,52,48,51,45,49,5,47,46,5,48,49,47,50,52,49,51,52,50,50,51,50,47,55,53,47,57,65,52,52,48,53,51,49,53,51,54,47,47,49,45,52,45,47,51,46,47,74,49,47,49,47,43,49,53,46,48,52,55,47,49,44,59,49,49,47,5,5,51,46,46,47,50,48,48,51,49,47,190,49,47,187,182,177,178,178,47,47,52,46,52,48,52,46,170,180,186,179,179,49,51,188,48,187,188,187,49,54,50,46,47,48,46,48,44,46,49,45,45,45,44,46,47,47,50,182,47,51,47,51,48,172,186,10,45,48,176,8,8,8,9,47,7,5,9,5,6,46,46,45,47,47,46,49,48,46,48,49,46,47,47,48,47,48,46,46,47,48,47,47,51,52,51,50,49,49,177,49,48,51,48,48,46,176,50,54,49,186,50,51,0,53,52,45,52,50,47,48,51,51,54,53,48,47,47,53,49,48,51,55,52,56,51,49,47,46,47,45
clpA_75,58,56,10,55,65,66,57,58,55,57,65,62,58,21,64,67,64,62,64,69,67,68,66,59,65,68,65,69,75,73,74,73,55,72,57,71,61,58,56,62,62,56,55,69,67,59,70,69,71,72,67,66,65,69,69,72,58,70,66,71,74,74,55,58,58,57,60,60,59,56,64,64,56,71,69,69,66,56,56,90,69,64,66,59,62,61,65,57,49,59,64,64,56,61,70,67,71,69,56,56,60,63,66,67,70,68,68,70,68,64,194,58,54,190,187,180,181,181,64,62,64,68,71,57,73,64,179,187,188,184,184,60,67,191,55,191,192,191,71,76,68,66,66,70,65,55,56,58,61,55,53,55,56,54,59,69,57,188,64,71,63,58,68,174,190,55,64,55,180,55,55,53,54,54,54,54,54,56,56,63,63,64,64,64,55,67,70,68,68,68,68,67,67,70,21,55,20,63,64,64,64,64,68,69,69,67,58,68,184,68,65,71,68,66,66,181,69,59,70,189,65,70,53,0,5,23,9,9,54,11,10,8,11,12,68,69,70,71,12,55,73,67,68,66,67,69,22,63,64,67
clpA_76,55,53,5,54,63,65,54,55,52,54,64,60,55,18,62,66,62,61,62,68,64,65,63,56,62,65,62,66,73,71,72,71,52,71,54,70,59,55,53,60,61,55,52,68,66,56,69,68,70,71,65,64,63,67,67,71,55,68,65,71,72,72,52,55,55,54,57,57,56,53,63,62,55,70,67,68,64,55,53,88,68,62,64,56,59,58,62,56,47,56,61,62,53,60,69,65,70,68,55,55,57,62,65,66,69,67,67,69,66,62,194,55,51,190,187,179,180,180,62,60,62,66,71,54,72,63,177,187,188,183,184,57,65,191,52,191,192,191,70,74,66,65,65,69,63,52,54,56,59,53,51,53,54,52,57,68,54,186,62,70,61,55,67,174,190,52,62,52,179,52,54,52,53,51,53,53,51,55,55,61,61,62,62,62,52,66,68,67,67,67,67,66,66,69,18,52,17,62,62,63,62,62,66,67,68,65,55,66,184,66,63,70,67,65,65,180,67,56,68,189,63,68,52,5,0,20,4,6,51,10,5,3,6,7,66,67,68,70,7,52,71,64,65,64,66,68,19,61,62,66
clpA_77,55,53,19,46,59,61,54,55,52,54,60,56,55,13,58,62,58,57,58,64,61,60,60,56,59,62,59,61,68,66,67,66,51,67,53,66,55,52,45,56,58,47,51,64,62,56,67,64,66,67,61,60,60,63,63,69,57,64,60,67,68,68,51,57,54,54,59,57,58,52,59,58,51,68,63,64,62,52,50,83,64,58,60,53,54,53,59,52,43,56,56,58,52,56,67,63,66,64,47,47,57,58,61,62,67,63,63,66,62,58,188,55,51,184,181,176,177,177,58,56,59,62,67,54,68,61,174,184,181,180,183,57,56,188,52,188,186,185,66,70,64,61,62,65,59,51,50,50,53,49,47,49,50,48,53,64,54,182,57,66,57,55,63,171,184,44,58,52,177,44,45,44,45,50,45,45,43,47,47,57,57,58,58,58,52,62,64,63,63,65,63,62,62,65,13,52,12,58,58,59,58,58,64,65,64,63,55,62,181,62,59,66,63,61,61,177,63,58,64,183,59,64,45,23,20,0,20,16,51,14,21,19,22,23,62,63,64,66,17,52,67,61,63,60,59,64,14,57,58,62
clpA_78,55,53,7,54,65,65,54,55,52,54,64,62,55,18,64,66,64,63,64,68,64,65,63,56,62,65,62,66,73,71,72,71,52,71,54,70,61,55,53,62,63,55,52,68,66,56,71,68,70,71,65,64,63,67,67,73,55,68,65,71,72,72,52,55,55,54,57,57,56,53,65,64,57,72,67,68,64,57,53,88,68,64,64,56,59,58,62,58,47,56,61,64,53,62,69,67,70,68,55,55,57,64,65,66,71,67,67,70,66,64,192,55,51,188,185,176,178,178,64,62,62,66,71,54,72,63,175,184,187,181,183,57,65,189,52,189,190,189,70,74,68,65,65,69,65,52,54,56,59,53,51,53,54,52,57,68,54,185,64,70,63,55,67,172,189,52,64,52,177,52,54,52,53,51,53,53,51,55,55,63,63,64,64,64,52,66,68,67,67,69,67,66,66,69,18,52,17,64,64,65,64,64,66,67,68,65,55,66,181,66,65,70,67,65,65,178,67,56,68,188,63,68,52,9,4,20,0,8,51,10,7,5,4,5,66,67,68,70,7,52,71,64,65,64,66,68,19,63,64,66
clpA_79,52,50,6,52,61,63,51,52,49,51,62,58,52,14,60,64,60,59,60,66,62,61,61,53,60,63,60,62,71,69,70,69,49,69,51,68,57,52,51,58,59,53,49,65,64,53,67,66,68,69,63,62,61,65,65,69,52,66,62,69,70,70,49,52,52,51,54,54,53,50,61,60,53,68,65,65,62,53,50,86,65,60,62,53,56,55,59,54,44,53,58,60,50,58,69,62,68,66,53,53,54,60,63,64,67,65,65,66,64,60,189,52,48,185,182,176,177,177,60,58,60,64,69,51,69,61,175,184,184,179,181,54,62,186,49,186,187,186,68,72,63,63,63,66,61,49,51,53,56,50,48,50,51,49,54,66,51,183,60,68,59,52,65,174,186,50,60,49,178,50,51,50,51,48,51,51,49,53,53,59,59,60,60,60,49,64,66,65,65,65,64,64,64,67,14,49,13,60,60,61,60,60,64,65,66,63,52,64,181,64,61,68,65,63,63,178,65,53,66,185,61,66,50,9,6,16,8,0,48,12,7,5,10,11,64,65,66,68,8,49,69,62,63,62,62,65,15,59,60,64
clpA_8,7,4,49,50,52,60,5,6,2,5,60,49,6,47,51,59,49,50,51,58,41,43,40,7,40,43,40,44,46,44,47,44,1,62,11,61,48,12,49,50,49,51,3,59,59,7,63,59,61,64,58,58,59,60,58,66,8,57,44,61,64,64,3,8,6,6,14,8,13,10,52,51,52,61,58,59,59,51,10,79,59,50,57,38,30,33,37,53,50,7,59,51,2,49,68,58,60,59,51,51,8,50,58,59,59,60,60,61,57,51,193,8,2,188,187,180,181,181,51,51,60,57,62,5,61,58,175,186,186,178,185,8,46,188,3,189,191,189,60,65,59,58,57,58,52,3,27,27,30,26,26,26,25,27,29,59,5,185,50,63,49,6,60,175,187,47,51,3,180,46,48,45,47,2,45,51,44,51,52,49,50,51,51,51,3,61,59,58,60,59,56,59,59,59,47,3,46,50,51,51,50,50,59,60,61,58,6,59,183,59,51,63,62,60,58,181,58,9,60,187,58,61,47,54,51,51,51,48,0,50,52,50,53,54,57,58,58,63,49,1,63,42,42,42,67,59,46,49,51,57
clpA_80,54,52,11,50,61,61,53,54,51,53,60,58,54,15,60,62,60,59,60,64,60,61,59,55,58,61,58,62,69,67,68,67,51,67,52,66,57,51,49,58,60,51,51,64,62,55,67,64,66,67,61,60,60,63,63,69,54,64,59,67,68,68,51,54,54,53,56,56,55,51,61,60,51,68,63,64,60,52,49,87,64,60,60,52,55,54,58,52,43,55,59,60,52,58,65,63,66,64,51,51,56,60,61,62,67,63,63,66,62,60,192,54,50,188,186,178,179,179,60,58,59,62,67,53,68,59,175,184,186,181,183,56,57,189,51,190,190,189,66,70,64,61,62,65,61,51,50,52,55,49,47,49,50,48,53,64,53,185,60,66,59,54,63,173,188,48,60,51,174,48,50,48,49,50,49,49,47,51,51,59,59,60,60,60,51,62,64,63,63,65,63,62,62,65,15,51,14,60,60,61,60,60,64,65,64,63,54,62,181,62,61,66,63,61,61,179,63,55,64,187,59,64,48,11,10,14,10,12,50,0,13,11,12,13,62,63,64,66,9,51,67,60,62,60,62,64,16,59,60,62
clpA_81,56,54,4,53,64,64,55,56,53,55,63,61,56,19,63,65,63,62,63,67,61,62,60,57,59,62,59,63,72,70,71,70,53,70,55,69,60,56,52,61,62,54,53,67,65,57,68,67,69,70,64,63,62,66,64,70,56,65,66,72,71,71,53,56,56,55,58,58,57,54,64,63,54,69,66,67,63,54,54,85,67,63,63,55,58,57,61,53,45,57,62,63,54,61,72,64,69,67,54,54,58,63,64,65,68,66,66,68,65,63,192,56,52,188,185,175,176,176,63,61,61,63,70,55,71,62,175,183,184,181,180,58,64,189,53,189,190,189,69,73,65,64,64,68,64,53,53,55,58,52,50,52,53,51,56,67,55,184,63,69,62,56,66,175,186,51,63,53,177,51,53,51,52,52,52,52,50,52,54,62,62,63,63,63,53,65,67,66,66,66,66,65,65,68,19,53,18,63,63,64,63,63,65,66,67,64,56,65,180,65,64,69,66,64,64,177,66,57,67,185,62,67,51,10,5,21,7,7,52,13,0,4,9,10,65,66,67,69,10,53,70,61,62,61,65,67,20,62,63,65
clpA_82,54,52,4,53,62,64,53,54,51,53,63,59,54,17,61,65,61,60,61,67,63,64,62,55,61,64,61,65,72,70,71,70,51,70,53,69,58,54,52,59,60,54,51,67,65,55,68,67,69,70,64,63,62,66,66,70,54,67,64,70,71,71,51,54,54,53,56,56,55,52,62,61,54,69,66,67,63,54,52,87,67,61,63,55,58,57,61,55,46,55,60,61,52,59,70,64,69,67,54,54,56,61,64,65,68,66,66,68,65,61,191,54,50,187,184,177,178,178,61,59,61,65,70,53,71,62,174,186,186,181,183,56,64,188,51,188,189,188,69,73,65,64,64,68,62,51,53,55,58,52,50,52,53,51,56,67,53,184,61,69,60,54,66,174,188,51,61,51,177,51,53,51,52,50,52,52,50,54,54,60,60,61,61,61,51,65,67,66,66,66,66,65,65,68,17,51,16,61,61,62,61,61,65,66,67,64,54,65,183,65,62,69,66,64,64,178,66,55,67,187,62,67,51,8,3,19,5,5,50,11,4,0,7,8,65,66,67,69,8,51,70,63,64,63,65,67,18,60,61,65
clpA_83,57,55,9,56,67,67,56,57,54,56,66,64,57,20,66,68,66,65,66,70,64,65,63,58,62,65,62,66,73,71,72,71,54,73,56,72,63,57,55,64,65,57,54,70,68,58,73,70,72,71,67,66,65,69,69,75,57,70,67,73,74,74,54,57,57,56,59,59,58,55,67,64,59,74,69,70,66,59,55,90,70,66,66,56,61,60,62,60,49,58,63,66,55,64,71,69,72,70,57,57,59,66,67,68,73,69,69,72,68,66,193,57,53,189,185,176,178,178,66,64,64,68,73,56,74,65,175,184,188,182,183,59,67,189,54,189,191,190,72,76,70,67,67,71,65,54,56,58,61,55,53,55,56,54,59,70,56,185,66,72,65,57,67,174,190,54,66,54,179,54,56,54,55,53,55,55,53,57,57,65,65,66,66,66,54,68,70,69,69,71,69,68,66,71,20,54,19,66,66,67,66,66,68,69,70,67,57,68,181,68,67,70,69,67,67,179,69,58,70,189,65,70,54,11,6,22,4,10,53,12,9,7,0,1,68,69,70,72,9,54,73,64,65,64,66,70,21,65,66,68
